epoch: 1, lr: 1.00e+00 - train loss: 2.53e-01 - valid loss: 3.75e-01, valid summary: {'TP': 539793.0, 'TN': 276246.0, 'FP': 47675.0, 'FN': 102286.0, 'FAR': 0.1471809484411277, 'FRR': 0.15930438466294397, 'DER': 0.18376695231477683, 'threshold': 0.5, 'precision': 0.9188466435618464, 'recall': 0.8406956153370404, 'F-score': 0.8780355691974361, 'MCC': 0.6706964818556927}
epoch: 12, lr: 9.00e-01 - train loss: 1.90e-01 - valid loss: 3.19e-01, valid summary: {'TP': 624960.0, 'TN': 220485.0, 'FP': 103436.0, 'FN': 17119.0, 'FAR': 0.3193247736330673, 'FRR': 0.026661828217399625, 'DER': 0.1425935454109949, 'threshold': 0.5, 'precision': 0.8579948269897026, 'recall': 0.9733381717825847, 'F-score': 0.9120341487440486, 'MCC': 0.7169515050134705}
epoch: 13, lr: 8.91e-01 - train loss: 1.89e-01 - valid loss: 2.80e-01, valid summary: {'TP': 612825.0, 'TN': 256807.0, 'FP': 67114.0, 'FN': 29254.0, 'FAR': 0.20719249446623692, 'FRR': 0.04556137173151519, 'DER': 0.11081468943185036, 'threshold': 0.5, 'precision': 0.9012940866754091, 'recall': 0.9544386282684693, 'F-score': 0.9271053798057213, 'MCC': 0.7727039985570934}
epoch: 14, lr: 8.82e-01 - train loss: 1.88e-01 - valid loss: 2.80e-01, valid summary: {'TP': 597867.0, 'TN': 271250.0, 'FP': 52671.0, 'FN': 44212.0, 'FAR': 0.16260446219911143, 'FRR': 0.06885757048587372, 'DER': 0.1114729087107937, 'threshold': 0.5, 'precision': 0.9190347066581672, 'recall': 0.9311424295141106, 'F-score': 0.9250489510814108, 'MCC': 0.773694039994147}
epoch: 15, lr: 8.73e-01 - train loss: 1.88e-01 - valid loss: 2.75e-01, valid summary: {'TP': 598041.0, 'TN': 273630.0, 'FP': 50291.0, 'FN': 44038.0, 'FAR': 0.155256991673891, 'FRR': 0.06858657579518924, 'DER': 0.10821628802610035, 'threshold': 0.5, 'precision': 0.922430174663584, 'recall': 0.9314134242047951, 'F-score': 0.9269000341751581, 'MCC': 0.779969433138762}
epoch: 16, lr: 8.64e-01 - train loss: 1.87e-01 - valid loss: 2.95e-01, valid summary: {'TP': 576063.0, 'TN': 284187.0, 'FP': 39734.0, 'FN': 66016.0, 'FAR': 0.1226657117013061, 'FRR': 0.10281600862199039, 'DER': 0.12292938099389569, 'threshold': 0.5, 'precision': 0.935475489487592, 'recall': 0.897183991377994, 'F-score': 0.9159297100827108, 'MCC': 0.760618250757625}
epoch: 17, lr: 8.55e-01 - train loss: 1.85e-01 - valid loss: 2.74e-01, valid summary: {'TP': 596230.0, 'TN': 275264.0, 'FP': 48657.0, 'FN': 45849.0, 'FAR': 0.15021255182590354, 'FRR': 0.07140710099535927, 'DER': 0.10844136620561808, 'threshold': 0.5, 'precision': 0.9245495722506281, 'recall': 0.9285928990046252, 'F-score': 0.9265668246091971, 'MCC': 0.7800723641649528}
epoch: 18, lr: 8.45e-01 - train loss: 1.85e-01 - valid loss: 2.70e-01, valid summary: {'TP': 600850.0, 'TN': 273949.0, 'FP': 49972.0, 'FN': 41229.0, 'FAR': 0.1542721836497123, 'FRR': 0.06421172472546113, 'DER': 0.1042536628414058, 'threshold': 0.5, 'precision': 0.9232171008355445, 'recall': 0.9357882752745232, 'F-score': 0.9294601829529098, 'MCC': 0.7869418640612479}
epoch: 19, lr: 8.36e-01 - train loss: 1.85e-01 - valid loss: 2.82e-01, valid summary: {'TP': 596946.0, 'TN': 272045.0, 'FP': 51876.0, 'FN': 45133.0, 'FAR': 0.16015016006988864, 'FRR': 0.07029197341760017, 'DER': 0.11163406755650966, 'threshold': 0.5, 'precision': 0.9200458677418318, 'recall': 0.9297080265823843, 'F-score': 0.9248517120987589, 'MCC': 0.7736432761754357}
epoch: 20, lr: 8.27e-01 - train loss: 1.84e-01 - valid loss: 2.77e-01, valid summary: {'TP': 594416.0, 'TN': 276902.0, 'FP': 47019.0, 'FN': 47663.0, 'FAR': 0.1451557632879577, 'FRR': 0.07423229851778249, 'DER': 0.10866526342850591, 'threshold': 0.5, 'precision': 0.9266971711864659, 'recall': 0.9257677014822019, 'F-score': 0.9262322031547766, 'MCC': 0.7802284903681649}
epoch: 21, lr: 8.18e-01 - train loss: 1.83e-01 - valid loss: 2.75e-01, valid summary: {'TP': 601663.0, 'TN': 269293.0, 'FP': 54628.0, 'FN': 40416.0, 'FAR': 0.16864605876123595, 'FRR': 0.06294552539484918, 'DER': 0.10912606377359925, 'threshold': 0.5, 'precision': 0.9167625336931191, 'recall': 0.9370544746051352, 'F-score': 0.9267974460284819, 'MCC': 0.7772858481951778}
epoch: 22, lr: 8.09e-01 - train loss: 1.83e-01 - valid loss: 2.72e-01, valid summary: {'TP': 599101.0, 'TN': 272615.0, 'FP': 51306.0, 'FN': 42978.0, 'FAR': 0.15839047175082324, 'FRR': 0.06693568859906543, 'DER': 0.10815907933317608, 'threshold': 0.5, 'precision': 0.9211170851482084, 'recall': 0.9330643114009189, 'F-score': 0.9270522079155983, 'MCC': 0.7797877193230603}
epoch: 23, lr: 8.00e-01 - train loss: 1.83e-01 - valid loss: 2.74e-01, valid summary: {'TP': 608835.0, 'TN': 262814.0, 'FP': 61107.0, 'FN': 33244.0, 'FAR': 0.1886478493212793, 'FRR': 0.05177556032824541, 'DER': 0.10824425887025502, 'threshold': 0.5, 'precision': 0.9087876263915248, 'recall': 0.948224439671739, 'F-score': 0.9280872790908072, 'MCC': 0.7778186526973087}
epoch: 24, lr: 7.91e-01 - train loss: 1.83e-01 - valid loss: 2.84e-01, valid summary: {'TP': 619129.0, 'TN': 250678.0, 'FP': 73243.0, 'FN': 22950.0, 'FAR': 0.2261137746549243, 'FRR': 0.03574326523683167, 'DER': 0.11059120011680625, 'threshold': 0.5, 'precision': 0.8942143818640717, 'recall': 0.9642567347631528, 'F-score': 0.9279156746856947, 'MCC': 0.7734001484763158}
epoch: 25, lr: 7.82e-01 - train loss: 1.82e-01 - valid loss: 2.82e-01, valid summary: {'TP': 587757.0, 'TN': 278666.0, 'FP': 45255.0, 'FN': 54322.0, 'FAR': 0.13970999101632373, 'FRR': 0.08460329647909237, 'DER': 0.11492885115007202, 'threshold': 0.5, 'precision': 0.9285084642945011, 'recall': 0.9153967035208921, 'F-score': 0.9219059659271378, 'MCC': 0.770512829389383}
epoch: 26, lr: 7.73e-01 - train loss: 1.82e-01 - valid loss: 2.84e-01, valid summary: {'TP': 618109.0, 'TN': 250405.0, 'FP': 73516.0, 'FN': 23970.0, 'FAR': 0.22695657274458195, 'FRR': 0.03733185480291308, 'DER': 0.11224459248785727, 'threshold': 0.5, 'precision': 0.8937054039399834, 'recall': 0.9626681451970713, 'F-score': 0.9269058201819894, 'MCC': 0.7702181744331842}
epoch: 27, lr: 7.64e-01 - train loss: 1.81e-01 - valid loss: 2.73e-01, valid summary: {'TP': 598326.0, 'TN': 273552.0, 'FP': 50369.0, 'FN': 43753.0, 'FAR': 0.1554977911280789, 'FRR': 0.06814270518113709, 'DER': 0.10795317693530393, 'threshold': 0.5, 'precision': 0.922353340167553, 'recall': 0.9318572948188473, 'F-score': 0.9270809607258901, 'MCC': 0.7804011953020175}
epoch: 28, lr: 7.55e-01 - train loss: 1.82e-01 - valid loss: 2.77e-01, valid summary: {'TP': 615174.0, 'TN': 257138.0, 'FP': 66783.0, 'FN': 26905.0, 'FAR': 0.20617064037218313, 'FRR': 0.041902943407274774, 'DER': 0.10740193875585677, 'threshold': 0.5, 'precision': 0.9020715382348021, 'recall': 0.9580970565927096, 'F-score': 0.9292405946666102, 'MCC': 0.7791455354158798}
epoch: 29, lr: 7.45e-01 - train loss: 1.81e-01 - valid loss: 2.78e-01, valid summary: {'TP': 596112.0, 'TN': 274927.0, 'FP': 48994.0, 'FN': 45967.0, 'FAR': 0.1512529289548948, 'FRR': 0.07159087900398438, 'DER': 0.10902037681435493, 'threshold': 0.5, 'precision': 0.9240527913242021, 'recall': 0.928409120996, 'F-score': 0.9262258338933409, 'MCC': 0.7789790141708883}
epoch: 30, lr: 7.36e-01 - train loss: 1.80e-01 - valid loss: 2.73e-01, valid summary: {'TP': 606334.0, 'TN': 267462.0, 'FP': 56459.0, 'FN': 35745.0, 'FAR': 0.17429867158967235, 'FRR': 0.05567071964664697, 'DER': 0.105521197167301, 'threshold': 0.5, 'precision': 0.914816541514456, 'recall': 0.9443292803533374, 'F-score': 0.9293386631025878, 'MCC': 0.7833632719745679}
epoch: 31, lr: 7.27e-01 - train loss: 1.80e-01 - valid loss: 2.66e-01, valid summary: {'TP': 602907.0, 'TN': 271628.0, 'FP': 52293.0, 'FN': 39172.0, 'FAR': 0.161437510998047, 'FRR': 0.06100806910053029, 'DER': 0.10458700909626138, 'threshold': 0.5, 'precision': 0.9201877289377148, 'recall': 0.9389919308994541, 'F-score': 0.9294947347486547, 'MCC': 0.7858092382301851}
epoch: 32, lr: 7.18e-01 - train loss: 1.80e-01 - valid loss: 2.72e-01, valid summary: {'TP': 614877.0, 'TN': 259217.0, 'FP': 64704.0, 'FN': 27202.0, 'FAR': 0.19975240876632883, 'FRR': 0.042365503310339656, 'DER': 0.1051442979816804, 'threshold': 0.5, 'precision': 0.9047883916707368, 'recall': 0.9576344966896447, 'F-score': 0.9304616921144622, 'MCC': 0.7834186425915798}
epoch: 33, lr: 7.09e-01 - train loss: 1.80e-01 - valid loss: 2.80e-01, valid summary: {'TP': 612575.0, 'TN': 257499.0, 'FP': 66422.0, 'FN': 29504.0, 'FAR': 0.20505617110344174, 'FRR': 0.045950731919280244, 'DER': 0.11025039249534971, 'threshold': 0.5, 'precision': 0.9021762982752368, 'recall': 0.9540492680807041, 'F-score': 0.9273879776788012, 'MCC': 0.7737745732747037}
epoch: 34, lr: 7.00e-01 - train loss: 1.80e-01 - valid loss: 2.68e-01, valid summary: {'TP': 605435.0, 'TN': 268690.0, 'FP': 55231.0, 'FN': 36644.0, 'FAR': 0.17050762377245776, 'FRR': 0.057070858881850095, 'DER': 0.1051051051051039, 'threshold': 0.5, 'precision': 0.9164010256316971, 'recall': 0.9429291411181343, 'F-score': 0.9294758375583864, 'MCC': 0.7843133123808134}
epoch: 35, lr: 6.91e-01 - train loss: 1.80e-01 - valid loss: 2.79e-01, valid summary: {'TP': 590558.0, 'TN': 278628.0, 'FP': 45293.0, 'FN': 51521.0, 'FAR': 0.1398273035709281, 'FRR': 0.08024090493537274, 'DER': 0.11138467485670372, 'threshold': 0.5, 'precision': 0.9287679031722694, 'recall': 0.9197590950646116, 'F-score': 0.9242415468765894, 'MCC': 0.7763145683368635}
epoch: 36, lr: 6.82e-01 - train loss: 1.79e-01 - valid loss: 2.71e-01, valid summary: {'TP': 595003.0, 'TN': 276890.0, 'FP': 47031.0, 'FN': 47076.0, 'FAR': 0.14519280935783277, 'FRR': 0.07331808079691014, 'DER': 0.10793411576879149, 'threshold': 0.5, 'precision': 0.926746870103438, 'recall': 0.9266819192030743, 'F-score': 0.9267143935152125, 'MCC': 0.7814622169922908}
epoch: 37, lr: 6.73e-01 - train loss: 1.79e-01 - valid loss: 2.73e-01, valid summary: {'TP': 613848.0, 'TN': 259327.0, 'FP': 64594.0, 'FN': 28231.0, 'FAR': 0.1994128197924741, 'FRR': 0.04396810984318061, 'DER': 0.10630744123457375, 'threshold': 0.5, 'precision': 0.90479068218063, 'recall': 0.9560318901568038, 'F-score': 0.929705775220538, 'MCC': 0.7812175273828752}
epoch: 38, lr: 6.64e-01 - train loss: 1.79e-01 - valid loss: 2.85e-01, valid summary: {'TP': 583430.0, 'TN': 283063.0, 'FP': 40858.0, 'FN': 58649.0, 'FAR': 0.12613569357960347, 'FRR': 0.09134234260892987, 'DER': 0.11483878115576104, 'threshold': 0.5, 'precision': 0.9345526423701731, 'recall': 0.9086576573910545, 'F-score': 0.9214232525010522, 'MCC': 0.772658724355028}
epoch: 39, lr: 6.55e-01 - train loss: 1.79e-01 - valid loss: 2.72e-01, valid summary: {'TP': 598202.0, 'TN': 274732.0, 'FP': 49189.0, 'FN': 43877.0, 'FAR': 0.15185492759036456, 'FRR': 0.06833582783426854, 'DER': 0.10661287107616262, 'threshold': 0.5, 'precision': 0.92401964191654, 'recall': 0.9316641721657158, 'F-score': 0.9278261611359706, 'MCC': 0.7830505809965125}
epoch: 40, lr: 6.45e-01 - train loss: 1.78e-01 - valid loss: 2.69e-01, valid summary: {'TP': 604007.0, 'TN': 270708.0, 'FP': 53213.0, 'FN': 38072.0, 'FAR': 0.16427770968846836, 'FRR': 0.059294884274364065, 'DER': 0.10435970573272318, 'threshold': 0.5, 'precision': 0.919033200450368, 'recall': 0.9407051157256203, 'F-score': 0.9297428844322977, 'MCC': 0.7860219513770066}
epoch: 41, lr: 6.36e-01 - train loss: 1.79e-01 - valid loss: 2.77e-01, valid summary: {'TP': 613834.0, 'TN': 258190.0, 'FP': 65731.0, 'FN': 28245.0, 'FAR': 0.20292293491313612, 'FRR': 0.043989914013695446, 'DER': 0.10776767611900466, 'threshold': 0.5, 'precision': 0.9032748890834444, 'recall': 0.956010085986289, 'F-score': 0.9288946191258766, 'MCC': 0.7784495636616845}
epoch: 42, lr: 6.27e-01 - train loss: 1.78e-01 - valid loss: 2.70e-01, valid summary: {'TP': 607325.0, 'TN': 268012.0, 'FP': 55909.0, 'FN': 34754.0, 'FAR': 0.17260072672039872, 'FRR': 0.05412729586234631, 'DER': 0.1035749659845282, 'threshold': 0.5, 'precision': 0.9157024519249478, 'recall': 0.9458727041376381, 'F-score': 0.9305430957938824, 'MCC': 0.786971699487647}
epoch: 43, lr: 6.18e-01 - train loss: 1.78e-01 - valid loss: 2.78e-01, valid summary: {'TP': 613653.0, 'TN': 258819.0, 'FP': 65102.0, 'FN': 28426.0, 'FAR': 0.200981103417185, 'FRR': 0.04427181078963734, 'DER': 0.10719885566528087, 'threshold': 0.5, 'precision': 0.904086157744681, 'recall': 0.9557281892103471, 'F-score': 0.929190193468672, 'MCC': 0.7795293479451516}
epoch: 44, lr: 6.09e-01 - train loss: 1.78e-01 - valid loss: 2.65e-01, valid summary: {'TP': 604896.0, 'TN': 271471.0, 'FP': 52450.0, 'FN': 37183.0, 'FAR': 0.1619221970789124, 'FRR': 0.05791031944667155, 'DER': 0.10227792694156555, 'threshold': 0.5, 'precision': 0.9202094482966212, 'recall': 0.9420896805533129, 'F-score': 0.9310210285318506, 'MCC': 0.7898937247469843}
epoch: 45, lr: 6.00e-01 - train loss: 1.78e-01 - valid loss: 2.69e-01, valid summary: {'TP': 606852.0, 'TN': 267817.0, 'FP': 56104.0, 'FN': 35227.0, 'FAR': 0.17320272535586845, 'FRR': 0.05486396533759779, 'DER': 0.10441778547084549, 'threshold': 0.5, 'precision': 0.9153729659283434, 'recall': 0.9451360346623866, 'F-score': 0.9300164363407878, 'MCC': 0.7854135129221721}
epoch: 46, lr: 5.91e-01 - train loss: 1.78e-01 - valid loss: 2.68e-01, valid summary: {'TP': 607376.0, 'TN': 268206.0, 'FP': 55715.0, 'FN': 34703.0, 'FAR': 0.17200181525741856, 'FRR': 0.05404786638404224, 'DER': 0.1032661703872384, 'threshold': 0.5, 'precision': 0.9159768417909319, 'recall': 0.9459521336159422, 'F-score': 0.93072320080909, 'MCC': 0.7875610207257073}
epoch: 47, lr: 5.82e-01 - train loss: 1.77e-01 - valid loss: 2.72e-01, valid summary: {'TP': 611116.0, 'TN': 264357.0, 'FP': 59564.0, 'FN': 30963.0, 'FAR': 0.18388434216984437, 'FRR': 0.04822303797507708, 'DER': 0.10340353157664367, 'threshold': 0.5, 'precision': 0.9111886443609335, 'recall': 0.9517769620249074, 'F-score': 0.9310406555963433, 'MCC': 0.7868830151782249}
epoch: 48, lr: 5.73e-01 - train loss: 1.77e-01 - valid loss: 2.65e-01, valid summary: {'TP': 600149.0, 'TN': 275402.0, 'FP': 48519.0, 'FN': 41930.0, 'FAR': 0.14978652202234033, 'FRR': 0.06530349069195433, 'DER': 0.10330523293331738, 'threshold': 0.5, 'precision': 0.9252021064704761, 'recall': 0.93469650930803, 'F-score': 0.9299250743949047, 'MCC': 0.7889790455980535}
epoch: 49, lr: 5.64e-01 - train loss: 1.77e-01 - valid loss: 2.72e-01, valid summary: {'TP': 613117.0, 'TN': 262242.0, 'FP': 61679.0, 'FN': 28962.0, 'FAR': 0.19041371198532386, 'FRR': 0.04510659903220562, 'DER': 0.10354723033635224, 'threshold': 0.5, 'precision': 0.908596079407689, 'recall': 0.9548934009677787, 'F-score': 0.9311696250593261, 'MCC': 0.7864929223669392}
epoch: 50, lr: 5.55e-01 - train loss: 1.77e-01 - valid loss: 2.64e-01, valid summary: {'TP': 594364.0, 'TN': 281001.0, 'FP': 42920.0, 'FN': 47715.0, 'FAR': 0.1325014432531348, 'FRR': 0.07431328543683761, 'DER': 0.10353966631062353, 'threshold': 0.5, 'precision': 0.9326516906120201, 'recall': 0.9256867145631468, 'F-score': 0.9291561503654553, 'MCC': 0.7903355132967745}
epoch: 51, lr: 5.45e-01 - train loss: 1.77e-01 - valid loss: 2.67e-01, valid summary: {'TP': 596116.0, 'TN': 279476.0, 'FP': 44445.0, 'FN': 45963.0, 'FAR': 0.13720938129975713, 'FRR': 0.07158464924098014, 'DER': 0.10325357015596187, 'threshold': 0.5, 'precision': 0.930615507344329, 'recall': 0.9284153507590043, 'F-score': 0.9295141271128298, 'MCC': 0.7902932914732551}
epoch: 52, lr: 5.36e-01 - train loss: 1.77e-01 - valid loss: 2.72e-01, valid summary: {'TP': 609244.0, 'TN': 264853.0, 'FP': 59068.0, 'FN': 32835.0, 'FAR': 0.18235310461500853, 'FRR': 0.05113856706106178, 'DER': 0.10514050500116, 'threshold': 0.5, 'precision': 0.9116161313877215, 'recall': 0.9488614329389227, 'F-score': 0.9298659713016955, 'MCC': 0.7837189887394298}
epoch: 53, lr: 5.27e-01 - train loss: 1.76e-01 - valid loss: 2.70e-01, valid summary: {'TP': 604720.0, 'TN': 271022.0, 'FP': 52899.0, 'FN': 37359.0, 'FAR': 0.1633083375267376, 'FRR': 0.05818442901885814, 'DER': 0.10306460121816581, 'threshold': 0.5, 'precision': 0.9195598059058373, 'recall': 0.9418155709811262, 'F-score': 0.930554636538642, 'MCC': 0.7883978930753527}
epoch: 54, lr: 5.18e-01 - train loss: 1.76e-01 - valid loss: 2.71e-01, valid summary: {'TP': 613426.0, 'TN': 261629.0, 'FP': 62292.0, 'FN': 28653.0, 'FAR': 0.19230614872144158, 'FRR': 0.04462534984012801, 'DER': 0.10393061007593689, 'threshold': 0.5, 'precision': 0.9078136145551708, 'recall': 0.9553746501598563, 'F-score': 0.9309870943703772, 'MCC': 0.7857502262037365}
epoch: 55, lr: 5.09e-01 - train loss: 1.77e-01 - valid loss: 2.67e-01, valid summary: {'TP': 599968.0, 'TN': 275903.0, 'FP': 48018.0, 'FN': 42111.0, 'FAR': 0.14823984860505654, 'FRR': 0.06558538746789623, 'DER': 0.10290213969865308, 'threshold': 0.5, 'precision': 0.9258965471476093, 'recall': 0.9344146125320881, 'F-score': 0.9301360784146535, 'MCC': 0.7898178652729083}
epoch: 56, lr: 5.00e-01 - train loss: 1.76e-01 - valid loss: 2.64e-01, valid summary: {'TP': 610770.0, 'TN': 267200.0, 'FP': 56721.0, 'FN': 31309.0, 'FAR': 0.1751075107819445, 'FRR': 0.04876191247494391, 'DER': 0.10026538492203492, 'threshold': 0.5, 'precision': 0.9150235733515371, 'recall': 0.9512380875250405, 'F-score': 0.9327794619607963, 'MCC': 0.7929524708259479}
epoch: 57, lr: 4.91e-01 - train loss: 1.76e-01 - valid loss: 2.66e-01, valid summary: {'TP': 597509.0, 'TN': 278477.0, 'FP': 45444.0, 'FN': 44570.0, 'FAR': 0.14029346661685596, 'FRR': 0.06941513427475327, 'DER': 0.10275735000330938, 'threshold': 0.5, 'precision': 0.9293198725256601, 'recall': 0.9305848657252311, 'F-score': 0.9299519389400419, 'MCC': 0.790821687740678}
epoch: 58, lr: 4.82e-01 - train loss: 1.75e-01 - valid loss: 2.61e-01, valid summary: {'TP': 601982.0, 'TN': 276117.0, 'FP': 47804.0, 'FN': 40097.0, 'FAR': 0.14757919369228462, 'FRR': 0.06244870179526098, 'DER': 0.10010374684403353, 'threshold': 0.5, 'precision': 0.926431163490735, 'recall': 0.9375512982047234, 'F-score': 0.9319580606332705, 'MCC': 0.7947852873273296}
epoch: 59, lr: 4.73e-01 - train loss: 1.76e-01 - valid loss: 2.63e-01, valid summary: {'TP': 609944.0, 'TN': 268655.0, 'FP': 55266.0, 'FN': 32135.0, 'FAR': 0.17061567480959336, 'FRR': 0.05004835853531964, 'DER': 0.09947769118790142, 'threshold': 0.5, 'precision': 0.9169194690398382, 'recall': 0.9499516414646648, 'F-score': 0.9331433217903616, 'MCC': 0.7945613272417904}
epoch: 60, lr: 4.64e-01 - train loss: 1.76e-01 - valid loss: 2.66e-01, valid summary: {'TP': 606941.0, 'TN': 269119.0, 'FP': 54802.0, 'FN': 35138.0, 'FAR': 0.16918322677442435, 'FRR': 0.05472535311075343, 'DER': 0.10266420108211649, 'threshold': 0.5, 'precision': 0.9171853725690953, 'recall': 0.945274646889231, 'F-score': 0.9310181911334523, 'MCC': 0.7887905520893541}
epoch: 61, lr: 4.55e-01 - train loss: 1.75e-01 - valid loss: 2.63e-01, valid summary: {'TP': 605084.0, 'TN': 272596.0, 'FP': 51325.0, 'FN': 36995.0, 'FAR': 0.1584491280281254, 'FRR': 0.05761752058547223, 'DER': 0.10062893081760892, 'threshold': 0.5, 'precision': 0.9218094206508302, 'recall': 0.9423824794145121, 'F-score': 0.9319824287941051, 'MCC': 0.7930699593298517}
epoch: 62, lr: 4.45e-01 - train loss: 1.75e-01 - valid loss: 2.65e-01, valid summary: {'TP': 606759.0, 'TN': 270951.0, 'FP': 52970.0, 'FN': 35320.0, 'FAR': 0.16352752677349836, 'FRR': 0.05500880732744639, 'DER': 0.10059131148101194, 'threshold': 0.5, 'precision': 0.9197094564586229, 'recall': 0.9449911926725381, 'F-score': 0.9321789388296892, 'MCC': 0.7928423677267546}
epoch: 63, lr: 4.36e-01 - train loss: 1.75e-01 - valid loss: 2.68e-01, valid summary: {'TP': 602905.0, 'TN': 273812.0, 'FP': 50109.0, 'FN': 39174.0, 'FAR': 0.1546951262807859, 'FRR': 0.06101118398203241, 'DER': 0.10183787927004835, 'threshold': 0.5, 'precision': 0.9232650448535418, 'recall': 0.938988816017952, 'F-score': 0.9310605493196241, 'MCC': 0.7911681653721535}
epoch: 64, lr: 4.27e-01 - train loss: 1.75e-01 - valid loss: 2.72e-01, valid summary: {'TP': 617785.0, 'TN': 257594.0, 'FP': 66327.0, 'FN': 24294.0, 'FAR': 0.20476288971693082, 'FRR': 0.037836465606256586, 'DER': 0.10352201732049657, 'threshold': 0.5, 'precision': 0.9030465771686376, 'recall': 0.9621635343937278, 'F-score': 0.9316682137037576, 'MCC': 0.7865703242756694}
